phenotype,property,value
http://purl.obolibrary.org/obo/HP_0032530,http://www.w3.org/2000/01/rdf-schema#label,Decreased succinic semialdehyde dehydrogenase activity
http://purl.obolibrary.org/obo/HP_0031205,http://www.w3.org/2000/01/rdf-schema#label,Reduced lysosomal acid lipase activity
http://purl.obolibrary.org/obo/HP_0020175,http://www.w3.org/2000/01/rdf-schema#label,Reduced cholinesterase activity
http://purl.obolibrary.org/obo/HP_0003568,http://www.w3.org/2000/01/rdf-schema#label,Decreased glucosephosphate isomerase activity
http://purl.obolibrary.org/obo/HP_0003353,http://www.w3.org/2000/01/rdf-schema#label,Propionyl-CoA carboxylase deficiency
http://purl.obolibrary.org/obo/HP_0012517,http://www.w3.org/2000/01/rdf-schema#label,Reduced catalase activity
http://purl.obolibrary.org/obo/HP_0025130,http://www.w3.org/2000/01/rdf-schema#label,Decreased small intestinal mucosa lactase activity
http://purl.obolibrary.org/obo/HP_0003258,http://www.w3.org/2000/01/rdf-schema#label,Glyoxalase deficiency
http://purl.obolibrary.org/obo/HP_0410349,http://www.w3.org/2000/01/rdf-schema#label,Decreased glycosyltransferase O-Fucosylpeptide 3-Beta-N-Acetylglucosaminyltransferase activity
http://purl.obolibrary.org/obo/HP_0410192,http://www.w3.org/2000/01/rdf-schema#label,Abnormal uridine diphosphate glucose-4-epimerase activity
http://purl.obolibrary.org/obo/HP_0410196,http://www.w3.org/2000/01/rdf-schema#label,Abnormal uridine diphosphate glucose-4-epimerase activity in red blood cells
http://purl.obolibrary.org/obo/HP_0410197,http://www.w3.org/2000/01/rdf-schema#label,Increased uridine diphosphate glucose-4-epimerase activity in red blood cells
http://purl.obolibrary.org/obo/HP_0410198,http://www.w3.org/2000/01/rdf-schema#label,Decreased uridine diphosphate glucose-4-epimerase activity in red blood cells
http://purl.obolibrary.org/obo/HP_0410193,http://www.w3.org/2000/01/rdf-schema#label,Abnormal uridine diphosphate glucose-4-epimerase activity in plasma
http://purl.obolibrary.org/obo/HP_0410194,http://www.w3.org/2000/01/rdf-schema#label,Increased uridine diphosphate glucose-4-epimerase activity in plasma
http://purl.obolibrary.org/obo/HP_0410195,http://www.w3.org/2000/01/rdf-schema#label,Decreased uridine diphosphate glucose-4-epimerase activity in plasma
http://purl.obolibrary.org/obo/HP_0040175,http://www.w3.org/2000/01/rdf-schema#label,Platelet-activating factor acetylhydrolase deficiency
http://purl.obolibrary.org/obo/HP_0031835,http://www.w3.org/2000/01/rdf-schema#label,Abnormal superoxide dismutase activity
http://purl.obolibrary.org/obo/HP_0031836,http://www.w3.org/2000/01/rdf-schema#label,Increased superoxide dismutase activity
http://purl.obolibrary.org/obo/HP_0031837,http://www.w3.org/2000/01/rdf-schema#label,Decreased superoxide dismutase activity
http://purl.obolibrary.org/obo/HP_0003267,http://www.w3.org/2000/01/rdf-schema#label,Reduced orotidine 5-prime phosphate decarboxylase activity
http://purl.obolibrary.org/obo/HP_0002932,http://www.w3.org/2000/01/rdf-schema#label,Aldehyde oxidase deficiency
http://purl.obolibrary.org/obo/HP_0003524,http://www.w3.org/2000/01/rdf-schema#label,Decreased methionine synthase activity
http://purl.obolibrary.org/obo/HP_0012380,http://www.w3.org/2000/01/rdf-schema#label,Reduced carnitine O-palmitoyltransferase activity
http://purl.obolibrary.org/obo/HP_0030948,http://www.w3.org/2000/01/rdf-schema#label,Elevated gamma-glutamyltransferase activity
http://purl.obolibrary.org/obo/HP_0032207,http://www.w3.org/2000/01/rdf-schema#label,Abnormal cerebrospinal fluid metabolite concentration
http://purl.obolibrary.org/obo/HP_0410056,http://www.w3.org/2000/01/rdf-schema#label,Decreased level of erythritol in CSF
http://purl.obolibrary.org/obo/HP_0040203,http://www.w3.org/2000/01/rdf-schema#label,Abnormal CSF neopterin level
http://purl.obolibrary.org/obo/HP_0040204,http://www.w3.org/2000/01/rdf-schema#label,Elevated CSF neopterin level
http://purl.obolibrary.org/obo/HP_0040205,http://www.w3.org/2000/01/rdf-schema#label,Decreased CSF neopterin level
http://purl.obolibrary.org/obo/HP_0040207,http://www.w3.org/2000/01/rdf-schema#label,Abnormal CSF biopterin level
http://purl.obolibrary.org/obo/HP_0040208,http://www.w3.org/2000/01/rdf-schema#label,Elevated CSF biopterin level
http://purl.obolibrary.org/obo/HP_0040209,http://www.w3.org/2000/01/rdf-schema#label,Decreased CSF biopterin level
http://purl.obolibrary.org/obo/HP_0410071,http://www.w3.org/2000/01/rdf-schema#label,Increased level of ribitol in CSF
http://purl.obolibrary.org/obo/HP_0410073,http://www.w3.org/2000/01/rdf-schema#label,Increased level of ribose in CSF
http://purl.obolibrary.org/obo/HP_0032274,http://www.w3.org/2000/01/rdf-schema#label,Increased CSF N-Acetylaspartic acid concentration
http://purl.obolibrary.org/obo/HP_0410075,http://www.w3.org/2000/01/rdf-schema#label,Increased level of xylitol in CSF
http://purl.obolibrary.org/obo/HP_0500183,http://www.w3.org/2000/01/rdf-schema#label,Abnormal CSF carboxylic acid concentration
http://purl.obolibrary.org/obo/HP_0500184,http://www.w3.org/2000/01/rdf-schema#label,Abnormal CSF amino acid concentration
http://purl.obolibrary.org/obo/HP_0500247,http://www.w3.org/2000/01/rdf-schema#label,Abnormal CSF alpha-aminobutyrate concentration
http://purl.obolibrary.org/obo/HP_0500248,http://www.w3.org/2000/01/rdf-schema#label,Increased CSF alpha-aminobutyrate concentration
http://purl.obolibrary.org/obo/HP_0500195,http://www.w3.org/2000/01/rdf-schema#label,Abnormal CSF glutamine family amino acid concentration
http://purl.obolibrary.org/obo/HP_0500196,http://www.w3.org/2000/01/rdf-schema#label,Abnormal CSF glutamine concentration
http://purl.obolibrary.org/obo/HP_0500197,http://www.w3.org/2000/01/rdf-schema#label,Increased CSF glutamine concentration
http://purl.obolibrary.org/obo/HP_0500198,http://www.w3.org/2000/01/rdf-schema#label,Decreased CSF glutamine concentration
http://purl.obolibrary.org/obo/HP_0500199,http://www.w3.org/2000/01/rdf-schema#label,Abnormal CSF glutamate concentration
http://purl.obolibrary.org/obo/HP_0500200,http://www.w3.org/2000/01/rdf-schema#label,Increased CSF glutamate concentration
http://purl.obolibrary.org/obo/HP_0500201,http://www.w3.org/2000/01/rdf-schema#label,Decreased CSF glutamate concentration
http://purl.obolibrary.org/obo/HP_0500202,http://www.w3.org/2000/01/rdf-schema#label,Abnormal CSF arginine concentration
http://purl.obolibrary.org/obo/HP_0500204,http://www.w3.org/2000/01/rdf-schema#label,Decreased CSF arginine concentration
http://purl.obolibrary.org/obo/HP_0500203,http://www.w3.org/2000/01/rdf-schema#label,Increased CSF arginine concentration
http://purl.obolibrary.org/obo/HP_0500241,http://www.w3.org/2000/01/rdf-schema#label,Abnormal CSF homocarnosine concentration
http://purl.obolibrary.org/obo/HP_0500242,http://www.w3.org/2000/01/rdf-schema#label,Increased CSF homocarnosine concentration
http://purl.obolibrary.org/obo/HP_0500235,http://www.w3.org/2000/01/rdf-schema#label,Abnormal CSF histidine concentration
http://purl.obolibrary.org/obo/HP_0500237,http://www.w3.org/2000/01/rdf-schema#label,Decreased CSF histidine concentration
http://purl.obolibrary.org/obo/HP_0500236,http://www.w3.org/2000/01/rdf-schema#label,Increased CSF histidine concentration
http://purl.obolibrary.org/obo/HP_0500240,http://www.w3.org/2000/01/rdf-schema#label,Abnormal CSF carnosine concentration
http://purl.obolibrary.org/obo/HP_0500205,http://www.w3.org/2000/01/rdf-schema#label,Abnormal CSF aspartate family amino acid concentration
http://purl.obolibrary.org/obo/HP_0500211,http://www.w3.org/2000/01/rdf-schema#label,Abnormal CSF threonine concentration
http://purl.obolibrary.org/obo/HP_0500212,http://www.w3.org/2000/01/rdf-schema#label,Increased CSF threonine concentration
http://purl.obolibrary.org/obo/HP_0500213,http://www.w3.org/2000/01/rdf-schema#label,Decreased CSF threonine concentration
http://purl.obolibrary.org/obo/HP_0500209,http://www.w3.org/2000/01/rdf-schema#label,Abnormal CSF methionine concentration
http://purl.obolibrary.org/obo/HP_0500210,http://www.w3.org/2000/01/rdf-schema#label,Increased CSF methionine concentration
http://purl.obolibrary.org/obo/HP_0500206,http://www.w3.org/2000/01/rdf-schema#label,Abnormal CSF lysine concentration
http://purl.obolibrary.org/obo/HP_0500207,http://www.w3.org/2000/01/rdf-schema#label,Decreased CSF lysine concentration
http://purl.obolibrary.org/obo/HP_0500208,http://www.w3.org/2000/01/rdf-schema#label,Increased CSF lysine concentration
http://purl.obolibrary.org/obo/HP_0500216,http://www.w3.org/2000/01/rdf-schema#label,Abnormal CSF aspartate concentration
http://purl.obolibrary.org/obo/HP_0500217,http://www.w3.org/2000/01/rdf-schema#label,Increased CSF aspartate concentration
http://purl.obolibrary.org/obo/HP_0500225,http://www.w3.org/2000/01/rdf-schema#label,Abnormal CSF serine family amino acid concentration
http://purl.obolibrary.org/obo/HP_0500226,http://www.w3.org/2000/01/rdf-schema#label,Abnormal CSF serine concentration
http://purl.obolibrary.org/obo/HP_0500227,http://www.w3.org/2000/01/rdf-schema#label,Increased CSF serine concentration
http://purl.obolibrary.org/obo/HP_0500228,http://www.w3.org/2000/01/rdf-schema#label,Decreased CSF serine concentration
http://purl.obolibrary.org/obo/HP_0500229,http://www.w3.org/2000/01/rdf-schema#label,Abnormal CSF glycine concentration
http://purl.obolibrary.org/obo/HP_0500230,http://www.w3.org/2000/01/rdf-schema#label,Increased CSF glycine concentration
http://purl.obolibrary.org/obo/HP_0500245,http://www.w3.org/2000/01/rdf-schema#label,Abnormal CSF citrulline concentration
http://purl.obolibrary.org/obo/HP_0500246,http://www.w3.org/2000/01/rdf-schema#label,Increased CSF citrulline concentration
http://purl.obolibrary.org/obo/HP_0500214,http://www.w3.org/2000/01/rdf-schema#label,Abnormal CSF aromatic amino acid concentration
http://purl.obolibrary.org/obo/HP_0500215,http://www.w3.org/2000/01/rdf-schema#label,Abnormal CSF phenylalanine concentration
http://purl.obolibrary.org/obo/HP_0500224,http://www.w3.org/2000/01/rdf-schema#label,Decreased CSF phenylalanine concentration
http://purl.obolibrary.org/obo/HP_0500223,http://www.w3.org/2000/01/rdf-schema#label,Increased CSF phenylalanine concentration
http://purl.obolibrary.org/obo/HP_0500219,http://www.w3.org/2000/01/rdf-schema#label,Abnormal CSF tyrosine concentration
http://purl.obolibrary.org/obo/HP_0500221,http://www.w3.org/2000/01/rdf-schema#label,Decreased CSF tyrosine concentration
http://purl.obolibrary.org/obo/HP_0500220,http://www.w3.org/2000/01/rdf-schema#label,Increased CSF tyrosine concentration
http://purl.obolibrary.org/obo/HP_0500218,http://www.w3.org/2000/01/rdf-schema#label,Abnormal CSF tryptophan concentration
http://purl.obolibrary.org/obo/HP_0500222,http://www.w3.org/2000/01/rdf-schema#label,Increased CSF tryptophan concentration
http://purl.obolibrary.org/obo/HP_0500185,http://www.w3.org/2000/01/rdf-schema#label,Abnormal CSF branched chain amino acid concentration
http://purl.obolibrary.org/obo/HP_0500192,http://www.w3.org/2000/01/rdf-schema#label,Abnormal CSF isoleucine concentration
http://purl.obolibrary.org/obo/HP_0500194,http://www.w3.org/2000/01/rdf-schema#label,Decreased CSF isoleucine concentration
http://purl.obolibrary.org/obo/HP_0500193,http://www.w3.org/2000/01/rdf-schema#label,Increased CSF isoleucine concentration
http://purl.obolibrary.org/obo/HP_0500186,http://www.w3.org/2000/01/rdf-schema#label,Abnormal CSF valine concentration
http://purl.obolibrary.org/obo/HP_0500188,http://www.w3.org/2000/01/rdf-schema#label,Decreased CSF valine concentration
http://purl.obolibrary.org/obo/HP_0500187,http://www.w3.org/2000/01/rdf-schema#label,Increased CSF valine concentration
http://purl.obolibrary.org/obo/HP_0500189,http://www.w3.org/2000/01/rdf-schema#label,Abnormal CSF leucine concentration
http://purl.obolibrary.org/obo/HP_0500191,http://www.w3.org/2000/01/rdf-schema#label,Increased CSF leucine concentration
http://purl.obolibrary.org/obo/HP_0500190,http://www.w3.org/2000/01/rdf-schema#label,Decreased CSF leucine concentration
http://purl.obolibrary.org/obo/HP_0500243,http://www.w3.org/2000/01/rdf-schema#label,Abnormal CSF ornithine concentration
http://purl.obolibrary.org/obo/HP_0500244,http://www.w3.org/2000/01/rdf-schema#label,Increased CSF ornithine concentration
http://purl.obolibrary.org/obo/HP_0500231,http://www.w3.org/2000/01/rdf-schema#label,Abnormal CSF pyruvate family amino acid concentration
http://purl.obolibrary.org/obo/HP_0500232,http://www.w3.org/2000/01/rdf-schema#label,Abnormal CSF alanine concentration
http://purl.obolibrary.org/obo/HP_0500233,http://www.w3.org/2000/01/rdf-schema#label,Increased CSF alanine concentration
http://purl.obolibrary.org/obo/HP_0500234,http://www.w3.org/2000/01/rdf-schema#label,Decreased CSF alanine concentration
http://purl.obolibrary.org/obo/HP_0032531,http://www.w3.org/2000/01/rdf-schema#label,Elevated CSF gamma-aminobutyric acid concentration
http://purl.obolibrary.org/obo/HP_0032532,http://www.w3.org/2000/01/rdf-schema#label,Elevated CSF 4-hydroxybutyric acid concentration
http://purl.obolibrary.org/obo/HP_0410058,http://www.w3.org/2000/01/rdf-schema#label,Increased level of D-threitol in CSF
http://purl.obolibrary.org/obo/HP_0003110,http://www.w3.org/2000/01/rdf-schema#label,Abnormality of urine homeostasis
http://purl.obolibrary.org/obo/HP_0031979,http://www.w3.org/2000/01/rdf-schema#label,Abnormal urine carbohydrate level
http://purl.obolibrary.org/obo/HP_0025157,http://www.w3.org/2000/01/rdf-schema#label,Increased urinary sedoheptulose
http://purl.obolibrary.org/obo/HP_0410072,http://www.w3.org/2000/01/rdf-schema#label,Increased level of ribose in urine
http://purl.obolibrary.org/obo/HP_0410074,http://www.w3.org/2000/01/rdf-schema#label,Increased level of xylitol in urine
http://purl.obolibrary.org/obo/HP_0410060,http://www.w3.org/2000/01/rdf-schema#label,Decreased level of D-mannose in urine
http://purl.obolibrary.org/obo/HP_0410062,http://www.w3.org/2000/01/rdf-schema#label,Increased level of galactitol in urine
http://purl.obolibrary.org/obo/HP_0410067,http://www.w3.org/2000/01/rdf-schema#label,Increased level of L-fucose in urine
http://purl.obolibrary.org/obo/HP_0040301,http://www.w3.org/2000/01/rdf-schema#label,Increased urinary glycerol
http://purl.obolibrary.org/obo/HP_0012023,http://www.w3.org/2000/01/rdf-schema#label,Galactosuria
http://purl.obolibrary.org/obo/HP_0410055,http://www.w3.org/2000/01/rdf-schema#label,Decreased level of erythritol in urine
http://purl.obolibrary.org/obo/HP_0410059,http://www.w3.org/2000/01/rdf-schema#label,Increased level of D-threitol in urine
http://purl.obolibrary.org/obo/HP_0410070,http://www.w3.org/2000/01/rdf-schema#label,Increased level of ribitol in urine
http://purl.obolibrary.org/obo/HP_0010471,http://www.w3.org/2000/01/rdf-schema#label,Oligosacchariduria
http://purl.obolibrary.org/obo/HP_0410347,http://www.w3.org/2000/01/rdf-schema#label,Increased urinary high-mannose-type oligosaccharide
http://purl.obolibrary.org/obo/HP_0410346,http://www.w3.org/2000/01/rdf-schema#label,Increased urinary galactosylated oligosaccharide
http://purl.obolibrary.org/obo/HP_0012061,http://www.w3.org/2000/01/rdf-schema#label,Urinary excretion of sialylated oligosaccharides
http://purl.obolibrary.org/obo/HP_0410345,http://www.w3.org/2000/01/rdf-schema#label,Increased urinary polyhexose
http://purl.obolibrary.org/obo/HP_0410348,http://www.w3.org/2000/01/rdf-schema#label,Increased urinary multiantennary sialylated oligosaccharide
http://purl.obolibrary.org/obo/HP_0012066,http://www.w3.org/2000/01/rdf-schema#label,Increased urinary disaccharide excretion
http://purl.obolibrary.org/obo/HP_0410350,http://www.w3.org/2000/01/rdf-schema#label,Increased urinary fucosylated oligosaccharide
http://purl.obolibrary.org/obo/HP_0031812,http://www.w3.org/2000/01/rdf-schema#label,Nitrituria
http://purl.obolibrary.org/obo/HP_0003614,http://www.w3.org/2000/01/rdf-schema#label,Trimethylaminuria
http://purl.obolibrary.org/obo/HP_0010473,http://www.w3.org/2000/01/rdf-schema#label,Porphyrinuria
http://purl.obolibrary.org/obo/HP_0012591,http://www.w3.org/2000/01/rdf-schema#label,Abnormal urinary electrolyte concentration
http://purl.obolibrary.org/obo/HP_0011280,http://www.w3.org/2000/01/rdf-schema#label,Abnormality of urine calcium concentration
http://purl.obolibrary.org/obo/HP_0003513,http://www.w3.org/2000/01/rdf-schema#label,Reduced ratio of renal calcium clearance to creatinine clearance
http://purl.obolibrary.org/obo/HP_0003127,http://www.w3.org/2000/01/rdf-schema#label,Hypocalciuria
http://purl.obolibrary.org/obo/HP_0012637,http://www.w3.org/2000/01/rdf-schema#label,Renal calcium wasting
http://purl.obolibrary.org/obo/HP_0002150,http://www.w3.org/2000/01/rdf-schema#label,Hypercalciuria
http://purl.obolibrary.org/obo/HP_0012598,http://www.w3.org/2000/01/rdf-schema#label,Abnormal urine potassium concentration
http://purl.obolibrary.org/obo/HP_0003081,http://www.w3.org/2000/01/rdf-schema#label,Increased urinary potassium
http://purl.obolibrary.org/obo/HP_0012364,http://www.w3.org/2000/01/rdf-schema#label,Decreased urinary potassium
http://purl.obolibrary.org/obo/HP_0000128,http://www.w3.org/2000/01/rdf-schema#label,Renal potassium wasting
http://purl.obolibrary.org/obo/HP_0012599,http://www.w3.org/2000/01/rdf-schema#label,Abnormal urine phosphate concentration
http://purl.obolibrary.org/obo/HP_0003109,http://www.w3.org/2000/01/rdf-schema#label,Hyperphosphaturia
http://purl.obolibrary.org/obo/HP_0003239,http://www.w3.org/2000/01/rdf-schema#label,Phosphoethanolaminuria
http://purl.obolibrary.org/obo/HP_0012365,http://www.w3.org/2000/01/rdf-schema#label,Hypophosphaturia
http://purl.obolibrary.org/obo/HP_0000117,http://www.w3.org/2000/01/rdf-schema#label,Renal phosphate wasting
http://purl.obolibrary.org/obo/HP_0012607,http://www.w3.org/2000/01/rdf-schema#label,Abnormal urine magnesium concentration
http://purl.obolibrary.org/obo/HP_0012608,http://www.w3.org/2000/01/rdf-schema#label,Hypermagnesiuria
http://purl.obolibrary.org/obo/HP_0012609,http://www.w3.org/2000/01/rdf-schema#label,Hypomagnesiuria
http://purl.obolibrary.org/obo/HP_0005567,http://www.w3.org/2000/01/rdf-schema#label,Renal magnesium wasting
http://purl.obolibrary.org/obo/HP_0012600,http://www.w3.org/2000/01/rdf-schema#label,Abnormal urine chloride concentration
